application_id,applicant_name,email,phone_number,university,degree,cgpa,submission_time,ip_address,resume_quality_score,application_source,previous_applications
191,Mary Gilbert,tyler85@example.com,+1-965-956-7863x591,FAST,BSCS,3.7,2025-05-06 08:12:20,103.2.127.133,40,Desktop,4
192,Jeffrey Mitchell,jimenezmichelle@example.com,(372)992-7725x8760,NED,BBA,2.53,2025-04-28 11:54:34,197.43.12.5,74,Desktop,0
193,Victoria Tucker,ubrooks@example.net,947-387-9049x913,Stanford,BSIT,2.3,2025-05-20 18:00:34,154.128.168.237,58,Mobile,2
194,Austin Wilson,jon67@example.com,448-291-1325,FAST,BSE,3.23,2025-05-17 18:06:01,40.111.229.147,45,Mobile,3
195,Theodore Stevens,aperkins@example.com,525.502.7072x78842,MIT,BSIT,3.76,2025-05-25 11:35:25,152.147.214.171,92,Mobile,1
196,Toni Lawrence,tblackburn@example.net,709-451-0753,SMIU,BSIT,3.54,2025-05-22 13:05:17,128.170.158.29,57,Mobile,5
197,Rebecca Jackson,georgepatrick@example.net,001-629-212-3922x6854,FAST,BSAI,3.59,2025-05-12 23:23:13,44.209.228.188,94,Desktop,0
198,Aimee Kim,slindsey@example.net,+1-280-308-2150x89152,Stanford,BSAI,2.8,2025-05-15 04:38:16,198.6.69.150,81,Desktop,0
199,Marisa Perez,kle@example.org,422-531-5522x24941,SMIU,BSAI,3.56,2025-05-16 17:19:37,18.89.249.216,64,Desktop,0
200,John Douglas,durhamthomas@example.com,266-791-9773,FAST,BSIT,3.29,2025-05-10 00:53:01,122.47.155.11,90,Mobile,2
201,Hannah Soto,ssmith@example.com,337-861-1129x842,FAST,BSIT,2.14,2025-05-05 07:15:53,63.51.123.239,72,Mobile,5
202,Melanie Waters,clarkegreg@example.net,001-971-907-0054x445,Stanford,BSCS,3.91,2025-05-25 01:40:21,194.181.242.125,71,Mobile,2
203,Courtney Williams,gonzalezaustin@example.com,398-408-6130x949,Harvard,BBA,3.93,2025-04-28 11:00:55,199.84.142.4,97,Desktop,5
204,Lisa Davis,garybass@example.net,5974543554,NED,BSAI,2.07,2025-05-20 02:04:53,107.196.113.229,61,Desktop,1
205,Jessica Taylor,marcwilliams@example.org,+1-409-304-4320x903,SMIU,BSAI,3.26,2025-05-01 16:39:13,61.1.20.68,77,Mobile,4
206,Jordan Lloyd,kristenwheeler@example.net,(592)637-6563x6812,SMIU,BSIT,2.23,2025-05-14 03:53:50,220.121.152.110,71,Mobile,5
207,Calvin Thomas,bpeck@example.com,6397697961,Harvard,BBA,2.12,2025-04-30 01:45:58,132.67.134.209,94,Mobile,4
208,Jessica Owens,jwatson@example.com,001-800-879-7159,NED,BSAI,2.8,2025-05-24 06:42:15,213.119.81.143,89,Desktop,4
209,Erin Perry,barry57@example.net,(972)575-9444x94034,FAST,BSCS,2.38,2025-05-11 11:46:43,193.33.143.183,45,Mobile,2
210,Diane Klein,paultaylor@example.net,(913)346-5954x879,Stanford,BSE,2.72,2025-05-04 09:37:23,162.254.113.182,85,Desktop,2
211,Rebecca Wilcox,mitchelllori@example.net,001-422-764-4873,MIT,BSAI,2.28,2025-05-09 12:17:53,216.213.157.135,94,Mobile,0
212,Melinda Elliott,daniel10@example.org,+1-914-806-9822,IU,BSCS,3.53,2025-05-21 05:53:43,157.216.160.140,56,Mobile,4
213,Mrs. Briana Strong MD,jacksonkayla@example.org,+1-635-252-2301x01347,Harvard,BSCS,3.93,2025-05-14 22:53:55,207.230.107.24,89,Desktop,4
214,Elizabeth Snyder,hicksmary@example.org,338-574-8618x153,Stanford,BSE,3.71,2025-05-27 11:23:08,222.22.27.251,100,Mobile,4
215,Brian Trujillo,jamiecastillo@example.com,526.634.2146,Harvard,BSIT,2.32,2025-05-11 19:55:41,28.5.49.7,70,Desktop,3
216,Craig Dawson,stacy09@example.org,(821)278-2100x149,SMIU,BSIT,2.83,2025-05-15 07:01:33,208.83.98.59,68,Mobile,2
217,Daniel Madden,mary01@example.org,(582)571-2350x5182,FAST,BSE,3.96,2025-05-26 12:14:58,167.50.86.49,61,Mobile,5
218,Kimberly Clark,josephmonica@example.com,(833)734-7812,Harvard,BSAI,3.88,2025-05-04 06:43:06,213.151.106.181,76,Mobile,1
219,Rita Thomas,meganwalters@example.org,924.376.8198,SMIU,BSAI,2.38,2025-05-12 22:02:56,6.161.185.190,94,Desktop,2
220,Angela Bird,roachcheryl@example.net,465-718-3952,FAST,BSE,3.8,2025-05-16 16:35:56,223.251.81.2,86,Desktop,3
221,Jessica Allen,danielflores@example.com,498-510-0136,SMIU,BSCS,3.49,2025-05-17 23:21:29,206.79.95.169,94,Mobile,2
222,Adam Madden,kimberlygarcia@example.com,+1-742-680-7775x06518,SMIU,BSIT,2.59,2025-05-01 18:34:31,191.9.34.223,79,Mobile,2
223,Megan Simpson,clarkstephanie@example.com,(509)737-1642,Stanford,BSAI,2.6,2025-04-27 22:18:07,161.68.102.225,57,Mobile,5
224,Amy Lopez,zstephens@example.org,001-886-276-3029x4520,NED,BBA,3.34,2025-05-26 17:15:30,110.122.2.13,60,Desktop,1
225,Angel Hernandez,ryates@example.net,001-572-405-5385x168,SMIU,BSAI,2.42,2025-05-07 04:34:58,122.15.210.164,46,Mobile,5
226,Allen Bush,walkerashlee@example.com,237.422.9419x74548,FAST,BSCS,2.02,2025-05-14 02:07:56,130.238.99.227,94,Desktop,5
227,Charles Garcia,nparker@example.net,+1-268-259-5037,SMIU,BBA,3.97,2025-05-05 15:01:57,88.64.209.106,45,Desktop,3
228,Steven Mcbride,qvargas@example.org,933-747-8559x5284,Harvard,BBA,3.3,2025-05-09 11:27:57,213.203.42.182,71,Mobile,3
229,Maria George,stephaniebishop@example.org,573.434.0038x95080,SMIU,BSE,3.62,2025-05-08 16:27:14,52.215.7.54,46,Mobile,3
230,Rodney Graham,sarahbean@example.net,001-858-225-0181x86363,IU,BSCS,2.77,2025-05-19 14:38:29,177.31.50.183,72,Mobile,1
231,Emily Brooks,iquinn@example.com,001-216-950-2874x612,Harvard,BSCS,3.05,2025-05-16 05:40:59,4.211.93.237,65,Mobile,4
232,Kaylee Clark,christopher75@example.org,001-256-822-7550x4361,MIT,BBA,3.74,2025-05-25 10:28:13,209.91.242.161,79,Mobile,2
233,Beth Cline,josephboyer@example.com,+1-995-834-9177x3110,MIT,BSCS,3.98,2025-05-17 23:20:40,194.124.138.110,54,Mobile,0
234,Sara Thomas,christinabates@example.net,001-300-667-6124x56074,IU,BSAI,3.07,2025-04-29 09:16:45,91.230.35.231,73,Desktop,5
235,Omar Brown,smithbailey@example.com,(723)345-3835,IU,BBA,2.36,2025-05-17 09:12:04,129.5.177.80,52,Mobile,0
236,Michelle James,zgonzales@example.com,7834367813,FAST,BSE,3.63,2025-05-25 09:40:45,158.193.152.201,96,Mobile,2
237,Deborah Hawkins,shepherdrachel@example.org,+1-246-725-7588x73364,Stanford,BSCS,2.7,2025-05-18 03:47:43,115.99.82.165,59,Mobile,1
238,Casey Gonzalez,jessemcdonald@example.org,001-947-681-3244,FAST,BSE,2.15,2025-04-30 03:01:42,209.197.88.23,48,Mobile,5
239,Kenneth Ellis,colemandonna@example.net,(781)273-2419x121,FAST,BSIT,2.05,2025-05-05 21:33:05,201.52.169.233,60,Desktop,0
240,Tyler Hutchinson,christophergonzales@example.com,771.669.5685x0995,FAST,BSCS,2.47,2025-05-19 11:23:56,102.194.185.98,64,Mobile,1
241,Jacqueline Sanford,bernarddavid@example.com,420-216-6324,MIT,BSE,3.69,2025-04-30 22:57:32,7.159.202.80,53,Desktop,0
242,Justin Anderson,jenniferfigueroa@example.org,493.792.3953x462,MIT,BSAI,3.65,2025-05-10 10:32:50,27.210.69.72,59,Desktop,2
243,Joy Nelson,seanbrooks@example.com,+1-212-453-0779,Harvard,BBA,3.99,2025-05-05 12:14:39,43.164.244.57,87,Desktop,0
244,Amy Larson,sharperin@example.org,001-423-885-9803x744,Stanford,BSE,2.7,2025-05-19 12:34:43,139.250.212.2,58,Mobile,3
245,Geoffrey Kelly,suzanne04@example.org,664-652-0756x64138,Stanford,BSIT,2.56,2025-05-23 11:11:36,3.12.21.107,48,Desktop,3
246,Kara Bryant,kboyd@example.net,502.567.3616x862,SMIU,BBA,3.42,2025-05-21 12:13:54,121.225.107.2,66,Mobile,1
247,Jackie Ross,reevesleah@example.net,+1-425-226-4825x76103,IU,BBA,3.21,2025-05-25 02:36:36,213.99.36.223,87,Desktop,0
248,James Young,welchphilip@example.net,+1-297-501-2788x16395,Harvard,BSIT,3.52,2025-05-27 04:12:38,160.51.142.36,52,Mobile,5
249,Adam Patterson,gregory05@example.net,(525)740-3535x40352,FAST,BSE,3.32,2025-04-27 20:36:24,166.222.142.58,71,Desktop,1
250,Ashley Peterson,christopher83@example.com,652-369-6273x03673,FAST,BSIT,2.59,2025-04-29 17:51:35,201.123.237.82,44,Mobile,4
251,Dylan Clark,ryan36@example.org,555.313.5999x3481,Stanford,BSCS,3.89,2025-05-21 20:45:24,76.172.185.50,85,Desktop,5
252,Ann Hill,peter92@example.com,9852220551,MIT,BBA,2.89,2025-05-13 16:16:41,193.28.88.52,97,Desktop,5
253,Stephanie Ingram,alexiswhite@example.org,001-493-931-4016,MIT,BSE,3.68,2025-05-13 00:06:01,210.111.42.225,84,Desktop,4
254,Anthony Collins,dsoto@example.net,+1-374-676-0022x348,Harvard,BSCS,3.29,2025-05-20 12:29:41,223.151.235.65,50,Mobile,1
255,Ashlee Hall,stricklandcrystal@example.net,001-588-942-1448x33775,Stanford,BSE,3.98,2025-04-30 06:36:49,170.38.148.1,54,Desktop,1
256,Amber Thompson,jeff87@example.com,443.339.8290x19878,SMIU,BSE,2.04,2025-05-18 00:11:46,131.145.161.175,73,Mobile,4
257,Pamela Montgomery,woodrebecca@example.net,+1-989-512-4625x306,Harvard,BBA,2.64,2025-05-06 23:33:48,91.63.141.229,57,Mobile,4
258,Chelsea Young,coxsara@example.org,(726)404-3427x4297,Harvard,BSIT,3.99,2025-05-24 11:38:50,126.224.172.90,79,Mobile,2
259,Ms. Jody Johnson,jacobnguyen@example.net,279.515.1679,NED,BSE,2.75,2025-05-01 21:46:20,144.50.130.45,50,Desktop,2
260,Mason Murphy,tiffany89@example.net,001-790-821-6983,Stanford,BBA,3.16,2025-05-04 04:35:41,91.17.191.68,94,Desktop,0
261,Jade Myers,thomaslance@example.org,(363)887-9466,FAST,BSAI,3.12,2025-04-28 13:41:13,198.138.90.20,84,Mobile,3
262,Ronald Gonzalez,michelle53@example.com,001-848-566-0892x8475,Harvard,BSIT,3.99,2025-05-17 08:40:35,27.206.140.223,58,Desktop,1
263,Kathleen Stanley,moraleskeith@example.net,001-454-909-3124x746,FAST,BBA,2.64,2025-05-18 02:55:53,65.193.161.32,66,Desktop,0
264,Shannon Hancock MD,michael66@example.net,(659)653-1869x20098,SMIU,BSE,2.76,2025-05-13 04:53:57,203.166.85.126,47,Desktop,3
265,Shelby Bishop,njordan@example.com,7126530907,MIT,BSIT,2.02,2025-04-28 00:28:44,81.28.195.247,44,Desktop,3
266,Tom Mcfarland,joshuasantiago@example.org,(223)420-0722x9573,FAST,BSE,3.85,2025-05-08 05:18:01,212.114.181.107,77,Desktop,3
267,Kevin Mooney,angelamejia@example.com,879.686.5084x1795,SMIU,BSE,3.2,2025-04-28 13:10:36,204.187.151.82,98,Desktop,4
268,Jacqueline Carter,fordmeghan@example.org,(805)801-3278,Harvard,BSE,3.26,2025-04-27 23:16:22,48.46.175.40,81,Mobile,2
269,Joshua Mcdaniel,hahnmiguel@example.net,635.505.0008x896,FAST,BSAI,2.06,2025-05-23 12:05:37,132.214.7.2,59,Desktop,0
270,Brianna Montes MD,dodsonryan@example.net,(479)399-2159,MIT,BSAI,3.43,2025-05-27 13:37:47,74.49.49.212,50,Mobile,5
271,Jon Lee,powersamber@example.com,+1-961-371-1169,Stanford,BSIT,2.24,2025-05-02 14:27:11,222.155.101.96,45,Mobile,2
272,Christopher Robinson,timolson@example.net,402.812.8413,SMIU,BSCS,2.57,2025-05-07 02:25:40,85.167.180.123,88,Desktop,4
273,Mariah Hernandez,fosternicole@example.org,9257405461,Stanford,BSE,3.83,2025-05-03 15:03:33,150.149.247.150,72,Desktop,2
274,Matthew Arroyo II,pmercado@example.org,566.429.3032,MIT,BSIT,2.24,2025-05-27 09:18:59,207.239.24.139,45,Desktop,2
275,Andrea Foster,brian92@example.com,+1-832-427-5168x3439,SMIU,BSIT,2.77,2025-05-07 11:48:52,58.211.149.113,89,Mobile,2
276,Allison Romero,waltersdaniel@example.net,809.625.7448x07332,NED,BSE,3.09,2025-05-12 12:51:58,138.105.24.78,40,Desktop,3
277,Joshua Castillo,xmills@example.org,4838564525,NED,BSIT,2.24,2025-05-11 10:43:46,54.197.90.204,58,Desktop,1
278,Alexis Gonzalez,amandacannon@example.org,001-268-780-7888x520,Harvard,BBA,2.53,2025-05-06 16:49:44,77.227.223.99,57,Desktop,1
279,Anthony Cisneros,bailey42@example.org,711.984.2386x460,NED,BSIT,2.96,2025-05-02 17:14:42,210.242.203.107,58,Mobile,5
280,Laura Berg,jonesstacey@example.com,770-686-7580,MIT,BSE,2.65,2025-05-20 22:38:47,26.30.59.55,59,Mobile,4
281,Benjamin Meyer,ashley23@example.org,001-708-595-6412,IU,BBA,3.52,2025-05-17 02:42:38,173.215.155.91,58,Desktop,3
282,Jonathan Potts,tramirez@example.com,778.216.3921,MIT,BSCS,2.84,2025-05-01 19:18:01,103.31.4.62,51,Desktop,2
283,Robert Nelson,meyermary@example.com,(843)499-5138x383,SMIU,BSAI,2.96,2025-04-28 21:58:40,181.224.15.43,89,Mobile,0
284,Walter Harris,sean90@example.net,270-274-5597x5496,Stanford,BSIT,3.63,2025-05-11 04:35:27,2.182.80.250,51,Mobile,1
285,Amanda Diaz,holly32@example.org,(272)228-9971x703,IU,BBA,3.54,2025-05-19 20:17:02,88.156.33.179,44,Mobile,0
286,Matthew Wong,michael26@example.net,631-905-4548,Harvard,BSAI,2.67,2025-05-03 11:25:07,142.127.240.28,52,Mobile,5
287,Sarah Benitez,stewartjasmine@example.net,360-614-0115x008,IU,BBA,2.17,2025-05-10 07:21:25,126.148.5.127,73,Mobile,0
288,Bianca Olson,joneskristen@example.org,+1-826-730-7787x009,SMIU,BSIT,2.18,2025-05-04 07:58:20,6.23.55.145,40,Mobile,5
289,Susan Turner,lewisdavid@example.org,941-367-4212,Harvard,BSAI,3.24,2025-05-23 03:22:42,170.236.119.52,92,Mobile,0
290,Kimberly Logan,harrischad@example.com,001-977-780-2493,SMIU,BBA,2.38,2025-05-14 16:52:19,63.88.224.192,73,Mobile,2
291,Michelle Tyler,ohayes@example.net,(307)464-5741,IU,BSCS,3.67,2025-05-03 10:38:17,37.132.104.104,72,Mobile,1
292,Robert Miller,gpetty@example.com,001-594-361-4309x288,IU,BSAI,3.72,2025-05-05 08:27:42,221.57.222.163,55,Mobile,1
293,Brandy Patterson DDS,paulrobinson@example.org,985.435.1860,FAST,BBA,2.73,2025-05-11 08:53:49,104.50.240.10,45,Mobile,0
294,Andrea Hunt,ellisondonald@example.com,001-287-881-2467x243,FAST,BSAI,2.56,2025-04-28 18:10:00,199.48.104.20,85,Desktop,1
295,Debra Mack,vmartin@example.org,837-267-4130,MIT,BSCS,2.49,2025-04-29 21:48:23,221.103.83.180,77,Desktop,2
296,Joseph Murphy,paul94@example.com,363.202.8870x9431,SMIU,BSCS,3.76,2025-04-29 19:54:08,9.143.172.229,50,Desktop,4
297,Adam Hampton,jeffreycurtis@example.net,8294580913,SMIU,BSCS,3.41,2025-05-07 20:13:32,221.45.218.248,48,Desktop,1
298,Carl Hernandez,bradley49@example.org,001-350-898-9638x7589,SMIU,BSIT,2.71,2025-05-10 11:03:46,218.237.208.233,91,Mobile,0
299,Daniel Mcdowell,paulwhite@example.net,001-354-660-9088,NED,BSIT,3.17,2025-05-24 23:03:27,81.5.74.49,48,Desktop,5
300,Linda Nguyen,jasmine63@example.net,001-610-492-0385x96718,Harvard,BSIT,2.4,2025-05-13 03:11:36,202.114.18.62,70,Desktop,5
301,Jose Garza,vgould@example.net,(926)807-0155,Harvard,BSCS,2.82,2025-05-15 15:59:18,191.160.252.74,77,Mobile,4
302,Kelly Fischer,ryansmith@example.com,225.638.2321x02038,Stanford,BSIT,2.63,2025-05-25 09:40:26,215.80.56.160,75,Mobile,1
303,Emily Bass,dlee@example.net,+1-969-623-2435x8174,MIT,BSCS,3.89,2025-04-29 21:27:53,115.217.88.205,41,Mobile,2
304,Jeanne Bryant,thomas58@example.com,9099092007,MIT,BSE,2.9,2025-05-27 08:25:38,35.45.26.29,57,Desktop,2
305,Vanessa Scott,nelsonlisa@example.org,001-668-462-3082x7290,SMIU,BSCS,3.54,2025-05-21 20:38:37,18.5.156.87,62,Desktop,1
306,Natalie Walsh,steventownsend@example.org,587-688-8910,FAST,BBA,3.44,2025-05-20 02:54:31,83.180.70.203,90,Mobile,5
307,Elizabeth Williams,vfinley@example.net,+1-255-331-8537x43210,Harvard,BSCS,2.57,2025-05-18 23:51:04,111.20.128.236,73,Mobile,5
308,Nicholas Soto,ryanalexander@example.com,001-894-750-5545x95611,FAST,BSIT,3.78,2025-05-15 22:27:39,212.157.57.244,62,Desktop,5
309,Jonathan Davis,meganmcgee@example.com,(579)773-5249,FAST,BSAI,2.32,2025-05-23 23:15:30,210.148.158.14,63,Desktop,0
310,Heather Beasley,rogerschristopher@example.net,(206)557-8697,FAST,BSCS,2.12,2025-05-06 12:14:49,24.229.202.91,66,Mobile,4
311,George Lam,daniel57@example.org,9816574569,SMIU,BBA,2.49,2025-05-07 22:40:55,173.196.213.57,57,Desktop,0
312,Maria Watkins,tgriffin@example.com,375.539.8705x1046,FAST,BSAI,3.99,2025-05-16 02:06:26,192.102.43.35,85,Mobile,0
313,Michael Oconnell,christianstone@example.com,(203)572-4551x1742,SMIU,BSE,3.83,2025-05-26 08:34:36,180.236.127.208,94,Mobile,4
314,Teresa Lewis,frankpruitt@example.org,+1-944-694-6392,FAST,BSCS,3.42,2025-05-11 23:36:25,207.84.197.57,54,Mobile,4
315,Kimberly Contreras,williamchapman@example.com,(564)546-5302,MIT,BSCS,2.7,2025-04-28 06:53:31,221.89.236.20,60,Mobile,4
316,Robert Acosta,abbottmichael@example.net,001-379-875-9821x13869,IU,BSAI,2.51,2025-05-04 13:50:24,93.104.170.123,42,Mobile,2
317,Linda Watkins,ashleyjohnson@example.net,9592888061,IU,BSIT,2.79,2025-05-05 04:28:51,196.177.64.180,85,Mobile,1
318,Andrew Sweeney,lindsay02@example.org,513-702-4003x1920,MIT,BSCS,3.21,2025-05-11 00:41:56,210.151.234.194,90,Desktop,5
319,Alyssa Mathis,charles01@example.com,678.667.0334x32738,SMIU,BSCS,2.37,2025-05-14 00:58:30,177.197.61.154,90,Mobile,5
320,Melanie Robles,garrisonnicholas@example.net,(625)784-5495x780,SMIU,BSCS,3.64,2025-05-14 05:45:18,180.63.131.240,49,Mobile,5
321,Ashley Norton,crystalfletcher@example.net,7192326174,FAST,BSCS,3.93,2025-05-15 16:20:48,222.21.77.253,49,Mobile,3
322,Matthew Walker,iclark@example.org,382.656.5004x46244,SMIU,BSCS,2.97,2025-05-02 09:42:11,196.227.73.229,95,Desktop,2
323,Reginald Gallagher,amanda68@example.com,328-359-8206x381,FAST,BBA,3.13,2025-05-14 06:37:22,194.179.210.221,66,Desktop,3
324,Christina Sanchez,mendeznathan@example.com,719.259.0101x875,SMIU,BSE,2.93,2025-04-29 14:04:45,166.106.236.164,88,Mobile,2
325,Patrick Bush,ilewis@example.com,922-634-0684x3927,NED,BSCS,2.89,2025-04-29 20:31:51,209.125.28.209,46,Mobile,1
326,Robert Gamble,ohamilton@example.org,826.544.4852x9997,Stanford,BSCS,2.67,2025-05-10 22:39:31,38.57.34.15,99,Desktop,1
327,Christopher Wilson,jeffreyperry@example.net,4456020957,SMIU,BSAI,3.49,2025-05-05 19:26:14,214.177.93.192,84,Mobile,2
328,Rebecca Stevens,michael99@example.net,949-572-7900x1310,Harvard,BSIT,3.92,2025-05-05 02:36:30,196.81.189.113,77,Desktop,2
329,Rebecca Jackson,mccarthykatherine@example.com,(264)314-5736,IU,BSAI,2.06,2025-05-26 04:17:45,104.189.144.29,75,Desktop,4
330,Matthew Phillips,lynchbrian@example.com,(839)554-5732,Harvard,BSCS,3.97,2025-05-11 21:51:14,162.168.29.148,49,Desktop,5
331,Darren Hernandez,joshua74@example.org,613.774.8237x04397,IU,BSE,2.56,2025-05-15 09:00:46,78.37.203.177,48,Mobile,3
332,Jesse Snyder,fordbrandon@example.org,2774321666,IU,BSIT,3.33,2025-05-17 00:29:31,129.231.92.60,82,Desktop,4
333,Beth Rivera,melissa30@example.com,(764)247-1728x57572,Stanford,BBA,3.95,2025-05-24 11:33:23,207.223.77.178,91,Mobile,3
334,Bradley Lee,vickiethomas@example.com,287.634.2645x6323,SMIU,BSE,3.52,2025-05-04 03:34:07,181.42.28.158,87,Mobile,1
335,Katherine Marshall,cooperjessica@example.com,762.701.0943x17548,IU,BSCS,3.47,2025-05-12 02:22:12,122.206.218.153,64,Mobile,3
336,Melanie Johnson,robert53@example.com,+1-525-376-0279x93421,IU,BBA,2.91,2025-05-03 10:23:24,218.81.111.133,54,Desktop,1
337,Alexander Ho,rodriguezbrian@example.net,001-568-377-0567x3081,Harvard,BSCS,2.67,2025-05-21 01:30:42,222.47.225.184,54,Mobile,3
338,Michael Gaines,pbrown@example.com,001-913-817-8694x14575,NED,BSCS,3.44,2025-05-09 11:48:14,59.60.88.243,73,Desktop,4
339,Robert Curtis,pooledavid@example.org,001-497-236-2315,NED,BBA,3.42,2025-04-30 04:44:55,182.133.91.23,61,Desktop,4
340,Kyle Mayer,timothy87@example.com,838-412-6267,Stanford,BSCS,3.7,2025-05-12 19:13:55,43.80.14.160,88,Desktop,0
341,Kevin Green,paula81@example.com,(834)299-2365,FAST,BSE,3.47,2025-05-06 13:45:35,144.111.9.38,45,Desktop,4
342,Leslie Brewer,brandyrusso@example.org,667.949.4443x4526,MIT,BSE,2.86,2025-05-23 05:55:25,60.0.118.82,61,Desktop,4
343,Jessica Vasquez,hhicks@example.org,(422)348-4323x303,Harvard,BSE,2.34,2025-05-01 07:05:14,164.44.51.232,60,Mobile,0
344,Nicole Orozco,rpatel@example.com,(507)911-7456,NED,BSAI,2.52,2025-05-12 13:09:46,49.34.173.223,97,Desktop,1
345,Karen Brown,joseph00@example.org,(256)852-0182,SMIU,BSCS,3.93,2025-05-17 10:15:07,74.252.46.145,90,Desktop,4
346,Lindsay Cummings,matthew74@example.net,001-935-815-7707x317,NED,BSCS,3.62,2025-05-13 19:16:49,219.59.184.218,94,Mobile,0
347,Scott Jones,johnsonjeff@example.com,705-734-5350,SMIU,BSIT,2.5,2025-05-12 09:08:56,175.223.138.171,80,Mobile,3
348,Russell Thompson,davidvilla@example.org,620-314-0565x3793,NED,BBA,3.04,2025-05-17 23:42:42,1.221.155.209,72,Mobile,4
349,Mikayla Hall,hrobbins@example.net,(641)922-7549x9391,Harvard,BBA,3.75,2025-05-03 03:06:51,182.139.5.23,46,Mobile,4
350,Angela Ortiz,davidsmith@example.com,+1-686-958-5987x136,MIT,BSIT,2.4,2025-05-02 16:20:09,91.213.75.91,48,Desktop,0
351,Cassandra Jackson,gpierce@example.net,226.856.5453x9237,Harvard,BBA,2.85,2025-05-25 01:56:25,168.250.194.236,52,Mobile,0
352,Jeffrey Roberts,shannon35@example.com,+1-924-266-6102x236,Harvard,BSIT,2.76,2025-05-21 05:07:56,178.2.206.175,73,Desktop,2
353,Kendra Hart,michelle20@example.com,+1-369-975-0701,Stanford,BSE,3.53,2025-05-20 20:46:53,181.41.91.149,98,Mobile,0
354,Michael Thompson,markpayne@example.org,(309)742-3244x309,IU,BSE,2.21,2025-05-14 05:15:12,101.220.225.236,46,Mobile,1
355,Emily Smith,jdunn@example.net,309-713-7619x6601,IU,BSAI,2.72,2025-05-14 12:54:33,38.177.212.168,48,Desktop,2
356,Rebekah Potts,harrisoncrystal@example.com,3777890267,FAST,BSIT,2.97,2025-05-03 21:22:30,8.185.176.160,59,Mobile,4
357,Kyle Dodson,zacharywilliams@example.org,+1-503-322-0681x14814,FAST,BSAI,3.64,2025-05-21 02:42:08,202.12.175.65,100,Desktop,2
358,Katie Miller,richardpage@example.net,001-285-550-1371x487,MIT,BBA,2.62,2025-05-03 11:41:07,156.31.64.94,43,Desktop,3
359,Lisa Dawson,warrengabriel@example.org,+1-228-961-3147,Stanford,BSE,2.37,2025-05-22 00:25:43,98.163.129.195,70,Mobile,3
360,Michael Murphy,cynthiacole@example.net,514-591-7391x690,IU,BSE,2.31,2025-05-18 13:28:32,205.203.132.178,98,Desktop,0
361,Tara Wall,kathleenthomas@example.net,852-472-9965x72769,SMIU,BSAI,3.87,2025-04-29 16:35:40,128.164.62.37,69,Desktop,4
362,Jenna Brewer,garzaryan@example.net,818-261-9295x9643,Stanford,BSE,2.14,2025-05-12 12:16:07,207.238.23.216,76,Desktop,2
363,Jason Bishop,piercevictor@example.org,(417)414-3762,MIT,BSCS,2.25,2025-05-14 02:55:29,206.158.52.137,100,Mobile,4
364,Philip Richardson,sherry15@example.com,8109113927,FAST,BSCS,3.94,2025-05-05 09:53:16,83.201.232.149,99,Mobile,3
365,Christopher Montoya,brownmichael@example.net,(678)773-3161x2157,NED,BSE,2.23,2025-05-05 22:34:41,203.240.81.190,75,Mobile,5
366,Heidi Mills,jillpatel@example.net,(298)623-7100x4805,NED,BSE,2.24,2025-05-25 06:12:05,216.7.250.159,53,Mobile,2
367,Jamie Kaiser,deniselawson@example.net,001-257-496-5135,IU,BSIT,2.08,2025-05-16 02:05:54,222.151.170.193,99,Mobile,3
368,Claudia Thomas,ohart@example.org,286-400-2372x222,FAST,BSE,3.19,2025-05-02 01:47:50,151.143.134.221,86,Mobile,2
369,Brian Rasmussen,msmith@example.com,+1-678-440-9260x5754,IU,BSE,2.98,2025-05-01 01:13:44,218.24.233.21,66,Mobile,1
370,Cynthia Myers,xmack@example.com,001-273-916-6986,MIT,BSE,3.12,2025-05-01 23:10:23,195.149.70.48,69,Desktop,0
371,Jonathan Franklin,robin47@example.org,549.396.7746x9048,NED,BSAI,2.68,2025-05-07 11:15:35,56.172.184.93,85,Mobile,5
